"statement","true_label","prompt","model_output"
"Americans havent had a raise in 15 years.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Americans havent had a raise in 15 years.""  The following speaker made the above statement: hillary-clinton. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Americans havent had a raise in 15 years.""  The following speaker made the above statement: hillary-clinton. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The U.S. Hasnt had a raise in 15 years."" Label: false  Evaluate the truthfulness of the following statement: ""The U.S. Hasnt had a raise in 15 years.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the"
"The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.""  The following speaker made the above statement: paul-ryan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.""  The following speaker made the above statement: paul-ryan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older."" Label: true  Evaluate the truthfulness of the following statement: ""The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.""  The following speaker made the above statement: paul-ryan. Additionally, the above speaker belongs to the party: republican  What"
"Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.""  The following speaker made the above statement: newt-gingrich. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics.""  The following speaker made the above statement: newt-gingrich. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics."" Label: false  Evaluate the truthfulness of the following statement: ""Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics"
"We lowered the business tax from 4 percent down to 1 percent.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""We lowered the business tax from 4 percent down to 1 percent.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""We lowered the business tax from 4 percent down to 1 percent.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""We lowered the business tax from 4 percent down to 1 percent."" Label: true  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: true  Evaluate the truthfulness of the following statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality"
"The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words.""  The following speaker made the above statement: jon-bramnick. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words.""  The following speaker made the above statement: jon-bramnick. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words."" Label: false  Evaluate the truthfulness of the following statement: ""The president promised that if he spent money on a stimulus program that unemployment would go to 5.7 percent or 6 percent. Those were his words.""  The following speaker"
"Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.""  The following speaker made the above statement: bill-mccollum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.""  The following speaker made the above statement: bill-mccollum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The Medicaid expansion will cost Florida $1.6 billion a year or more."" Label: true  Evaluate the truthfulness of the following statement: ""The U.S. Economy is expected to grow by 2.9% in 2016.""  The following speaker made the above statement: jim-johnson. Additionally, the above speaker belongs to the party: democrat  What is"
"Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.""  The following speaker made the above statement: charlie-crist. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.""  The following speaker made the above statement: charlie-crist. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects."" Label: false  Evaluate the truthfulness of the following statement: ""Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.""  The following speaker made the above statement: charlie-crist. Additionally, the above speaker belongs to the party: democrat"
"The federal government is now on track for the second-largest budget deficit in 65 years.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""The federal government is now on track for the second-largest budget deficit in 65 years.""  The following speaker made the above statement: glenn-beck. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""The federal government is now on track for the second-largest budget deficit in 65 years.""  The following speaker made the above statement: glenn-beck. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The federal government is now on track for the second-largest budget deficit in 65 years."" Label: true  Evaluate the truthfulness of the following statement: ""The federal government is now on track for the second-largest budget deficit in 65 years.""  The following speaker made the above statement: glenn-beck. Additionally, the above speaker belongs to the party: republican"
"Foreign aid makes up about 1 percent of our entire budget.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Foreign aid makes up about 1 percent of our entire budget.""  The following speaker made the above statement: barack-obama. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Foreign aid makes up about 1 percent of our entire budget.""  The following speaker made the above statement: barack-obama. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The U.S. Has the highest rate of gun violence in the world."" Label: false  Evaluate the truthfulness of the following statement: ""The U.S. Has the highest rate of gun violence in the world.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify"
"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.""  The following speaker made the above statement: jorge-elorza. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.""  The following speaker made the above statement: jorge-elorza. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""We have a retiree that is collecting a $17,000 pay"
"A provision of the Senate immigration bill would require you to have government permission to get a second job.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""A provision of the Senate immigration bill would require you to have government permission to get a second job.""  The following speaker made the above statement: charles-kuck. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""A provision of the Senate immigration bill would require you to have government permission to get a second job.""  The following speaker made the above statement: charles-kuck. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The Senate immigration bill would require you to have government permission to get a second job."" Label: false  Evaluate the truthfulness of the following statement: ""The Senate immigration bill would require you to have government permission to get a second job.""  The following speaker made the above statement: charles-kuck. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation"
"Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.""  The following speaker made the above statement: americanpoliticnews. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.""  The following speaker made the above statement: americanpoliticnews. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says Denzel Washington supports Donald Trump and speaks out against Barack Obama."" Label: true  Evaluate the truthfulness of the following statement: ""Says Barack Obama is a Muslim.""  The following speaker made the above statement: americanpoliticnews. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the"
"Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.""  The following speaker made the above statement: lone-star-project. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.""  The following speaker made the above statement: lone-star-project. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state.""  Label: false  Evaluate the truthfulness of the following statement: ""Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in"
"Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.""  The following speaker made the above statement: republican-party-wisconsin. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.""  The following speaker made the above statement: republican-party-wisconsin. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending."" Label: false  Evaluate the truthfulness of the following statement: ""Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.""  The following speaker made the above statement: republican-party-wis"
"Buried in the Affordable Care Act is a huge government bailout.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Buried in the Affordable Care Act is a huge government bailout.""  The following speaker made the above statement: charles-krauthammer. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."" Label: half-true  Statement: ""Says GM used taxpayer dollars to prop up operations in China."" Label: false  Evaluate the truthfulness of the following statement: ""Buried in the Affordable Care Act is a huge government bailout.""  The following speaker made the above statement: charles-krauthammer. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The Affordable Care Act is a huge government bailout."" Label: false  Evaluate the truthfulness of the following statement: ""The government is spending $1.5 trillion on the military.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim"
