"statement","true_label","prompt","model_output"
"The U.S. deficit ""increases at $3 million per second.""","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The U.S. deficit ""increases at $3 million per second.""""  The following speaker made the above statement: bill-clegg. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The U.S. deficit ""increases at $3 million per second.""""  The following speaker made the above statement: bill-clegg. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  The statement is mostly-true. It is not a fact that the U.S. deficit increases at $3 million per second, but it is close to true."
"President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters.""  The following speaker made the above statement: david-scott. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters.""  The following speaker made the above statement: david-scott. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While there is no evidence to support the claim that Obama's judicial appointments were drafted in secret, there is no evidence to contradict it either. The claim is more likely true than false."
"I have not changed my position on the (gay) marriage amendment or anything else related to marriage.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""I have not changed my position on the (gay) marriage amendment or anything else related to marriage.""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""I have not changed my position on the (gay) marriage amendment or anything else related to marriage.""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. mostly-true  **Explanation:** The statement is mostly true. While the speaker's position on the gay marriage amendment may have changed in the past, they have consistently held that position and have not expressed a change in that position."
"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""McCain and Bush are millionaires who are ""for tax cuts for millionaires.""""  The following speaker made the above statement: campaign-defend-america. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""McCain and Bush are millionaires who are ""for tax cuts for millionaires.""""  The following speaker made the above statement: campaign-defend-america. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not explicitly stated, it is clear that the speaker is implying that McCain and Bush are wealthy individuals who have benefited from tax cuts for the wealthy."
"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.""  The following speaker made the above statement: chain-email. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age.""  The following speaker made the above statement: chain-email. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. The Affordable Care Act does have some restrictions on cancer treatment for individuals aged 76 and above. However, these restrictions are not absolute and do not prevent individuals from receiving cancer treatment in certain circumstances."
"The Human Rights Campaign is more powerful than the NRA.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Human Rights Campaign is more powerful than the NRA.""  The following speaker made the above statement: pat-mccrory. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Human Rights Campaign is more powerful than the NRA.""  The following speaker made the above statement: pat-mccrory. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The claim is mostly true. While the Human Rights Campaign is a highly influential organization, its influence is not as vast as some may believe. The statement is also accurate in stating that the NRA has significant political power."
"About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia.""  The following speaker made the above statement: jay-roberts. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia.""  The following speaker made the above statement: jay-roberts. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not an exact statistic, it is a reasonable estimate based on data from reputable sources. The claim provides a general idea of the impact the new hotel fee will have on hotel guests."
"We spend more per student than almost any other major country in the world.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""We spend more per student than almost any other major country in the world.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""We spend more per student than almost any other major country in the world.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the per-student spending is significantly high compared to other developed countries, it is not an exact or absolute figure."
"Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.""  The following speaker made the above statement: leo-berman. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.""  The following speaker made the above statement: leo-berman. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The claim is mostly true. While the hospital may not have released the specific document requested, there is no evidence to contradict the fact that Barack Obama was born there."
"Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.""  The following speaker made the above statement: bill-clinton. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995.""  The following speaker made the above statement: bill-clinton. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 1. half-true  **Explanation:** The statement is partially true. While Hillary Clinton did misstate her account of events in Bosnia, it was not an immediate or repeated occurrence."
"We now actually import more oil than we did before 9/11.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""We now actually import more oil than we did before 9/11.""  The following speaker made the above statement: john-kerry. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""We now actually import more oil than we did before 9/11.""  The following speaker made the above statement: john-kerry. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 1. half-true  **Explanation:** The statement is partially true. While it is true that the US has imported more oil since 9/11, it is not true that this is the main reason for the country's current energy situation."
"If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. African-American kids are unemployed or underemployed to the tune of 51 percent.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. African-American kids are unemployed or underemployed to the tune of 51 percent.""  The following speaker made the above statement: bernie-s. Additionally, the above speaker belongs to the party: independent  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. African-American kids are unemployed or underemployed to the tune of 51 percent.""  The following speaker made the above statement: bernie-s. Additionally, the above speaker belongs to the party: independent  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the unemployment rate for Latino and African-American youth is higher than it is for white youth, it is important to note that the data is from 2015 and may not be representative of recent trends. Additionally, there are other factors that could contribute to the high unemployment rates, such as lack of access to education and job training programs."
"Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.""  The following speaker made the above statement: bill-white. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.""  The following speaker made the above statement: bill-white. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the claim does not explicitly state that Gov. Rick Perry is the highest-paid state employee, it does provide evidence to support the claim. The fact that the speaker belongs to a party that typically supports higher taxes on state employees further strengthens the claim."
"Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii.""  The following speaker made the above statement: leo-berman. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii.""  The following speaker made the above statement: leo-berman. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  The statement is mostly-true.  Explanation: The statement is mostly true as it is not explicitly false. The claim is not entirely accurate, but it is close to being true."
"Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.""  The following speaker made the above statement: deirdre-imus. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.""  The following speaker made the above statement: deirdre-imus. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 1. half-true  **Explanation:** The statement is partially true. While illegal immigration did decrease during the Reagan administration, it is not accurate to say that it stopped entirely."
