"statement","true_label","prompt","model_output"
"The American murder rate is 50 times that of any other developed nation.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""The American murder rate is 50 times that of any other developed nation.""  The following speaker made the above statement: russell-brand. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""The American murder rate is 50 times that of any other developed nation.""  The following speaker made the above statement: russell-brand. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The American murder rate is 50 times that of any other developed nation."" Label: false  Statement: ""The American murder rate is 50 times that of any other developed nation."" Label: half-true  Evaluate the truthfulness of the following statement: ""The American murder rate is 50 times that of any other developed nation.""  The following speaker made the above statement: russell-brand. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The American murder rate is 50 times that of any other developed nation."" Label: false  Statement: ""The American murder"
"Says in the 2012 State of the Union address, President Obama didnt even mention the deficit or debt.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says in the 2012 State of the Union address, President Obama didnt even mention the deficit or debt.""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says in the 2012 State of the Union address, President Obama didnt even mention the deficit or debt.""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-checking-assistant"
"As a former federal prosecutor, I prosecuted over 4,000 cases.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""As a former federal prosecutor, I prosecuted over 4,000 cases.""  The following speaker made the above statement: catherine-hanaway. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""As a former federal prosecutor, I prosecuted over 4,000 cases.""  The following speaker made the above statement: catherine-hanaway. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.to answer this question, please provide a brief explanation of the speaker's qualifications and experience as a former federal prosecutor."
"Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us.""  The following speaker made the above statement: martha-robertson. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us.""  The following speaker made the above statement: martha-robertson. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us."" Label: false  Evaluate the truthfulness of the following statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""Says President Barack Obamas own economists say the"
"Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-checking-assistant  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perry's watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican.  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true"
"Their New York casino deal was called rigged and corrupt.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Their New York casino deal was called rigged and corrupt.""  The following speaker made the above statement: its-still-bad-idea. Additionally, the above speaker belongs to the party: organization  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Their New York casino deal was called rigged and corrupt.""  The following speaker made the above statement: its-still-bad-idea. Additionally, the above speaker belongs to the party: organization  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York casino deal was called rigged and corrupt."" Label: false  Statement: ""Their New York cas"
"Says there have been 50 million abortions since Roe v. Wade was decided.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says there have been 50 million abortions since Roe v. Wade was decided.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says there have been 50 million abortions since Roe v. Wade was decided.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.to answer this question, please provide a brief explanation of the speaker's claim and classify it as either false, half-true, mostly-true, true, barely-true, or pants-fire."
"Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""""  The following speaker made the above statement: jan-brewer. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""""  The following speaker made the above statement: jan-brewer. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perry's watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""""  The following speaker made the above statement: jan-brewer. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.statement: ""Says President Barack Obamas own economists say the"
"Says 13 Texas universities have announced or implemented a $10,000 degree.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree."" Label: false  Evaluate the truthfulness of the following statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree"
"Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.""  The following speaker made the above statement: jack-kingston. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.""  The following speaker made the above statement: jack-kingston. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.response:  The statement is false. The speaker is not affiliated with the Republican party. The claim is not based on evidence."
"The (State Board of Administration) transparency issue got a great airing the last legislative session.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  The following speaker made the above statement: ash-williams. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  The following speaker made the above statement: ash-williams. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session."" Label: false  Evaluate the truthfulness of the following statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  The following speaker made the above statement: ash-williams. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session."""
"83% of doctors have considered leaving the profession because of #Obamacare.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""83% of doctors have considered leaving the profession because of #Obamacare.""  The following speaker made the above statement: jeff-duncan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""83% of doctors have considered leaving the profession because of #Obamacare.""  The following speaker made the above statement: jeff-duncan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.to answer this question, please provide a brief explanation of the speaker's statement and classify it as either false or true."
"Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""  The following speaker made the above statement: mary-burke. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""  The following speaker made the above statement: mary-burke. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says Scott Walker's jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perry's watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Scott Walker's jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""  The following speaker made the above statement"
