"statement","true_label","prompt","model_output"
"Says there have been 50 million abortions since Roe v. Wade was decided.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says there have been 50 million abortions since Roe v. Wade was decided.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says there have been 50 million abortions since Roe v. Wade was decided.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Ronald Reagan did amnesty.""  The statement ""Ronald Reagan did amnesty"" is true. The speaker is a Republican and the statement belongs to the party.  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare.""  The statement ""83% of doctors have considered leaving the profession because of #Obamacare"" is true. The speaker belongs to the party: republican, and the statement belongs to the party.  Evaluate the truthfulness of the following statement: ""Says there have been 50 million abortions since Roe v. Wade was decided.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican.  What is your judgment? Provide an explanation and Classify the claim as one of the"
"Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""""  The following speaker made the above statement: jan-brewer. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Late changes to the Arizona immigration law ""lay to rest questions over the possibility of racial profiling.""""  The following speaker made the above statement: jan-brewer. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Statement: ""The US economy grew at a 3.5% annual rate in the second quarter."" Label: true  Statement: ""The US economy grew at a 3.5% annual rate in the second quarter."" Label: false  Evaluate the truthfulness of the following statement: ""The US economy grew at a 3.5% annual rate in the second quarter.""  The following speaker made the above statement: john-kasich. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Statement: ""The US economy grew at a 3.5% annual rate in the second quarter."" Label: true"
"Says 13 Texas universities have announced or implemented a $10,000 degree.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says 13 Texas universities have announced or implemented a $10,000 degree.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says 13 Texas universities have announced or implemented a $10,000 degree.""  The speaker's statement is false. The claim is not supported by any evidence. The speaker belongs to the party: republican.  Statement: ""The average American household has $1,000 in savings."" Label: true  Statement: ""The average American household has $1,000 in savings."" Label: false  Evaluate the truthfulness of the following statement: ""The average American household has $1,000 in savings.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-"
"Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.""  The following speaker made the above statement: jack-kingston. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.""  The following speaker made the above statement: jack-kingston. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000.""  Evaluate the truthfulness of the following statement: ""The average American household has $1,000 in savings.""  The following speaker made the above statement: john-smith. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The average American household has $1,000 in savings.""  Evaluate the truthfulness of the following statement: ""The average American household has $1,000"
"The (State Board of Administration) transparency issue got a great airing the last legislative session.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  The following speaker made the above statement: ash-williams. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  The following speaker made the above statement: ash-williams. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  Statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session."" Label: true  Evaluate the truthfulness of the following statement: ""The (State Board of Administration) transparency issue got a great airing the last legislative session.""  The following speaker made the above statement: ash-williams. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The (State Board of Administration) transparency issue got a great airing the last"
"83% of doctors have considered leaving the profession because of #Obamacare.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""83% of doctors have considered leaving the profession because of #Obamacare.""  The following speaker made the above statement: jeff-duncan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""83% of doctors have considered leaving the profession because of #Obamacare.""  The following speaker made the above statement: jeff-duncan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Ronald Reagan did amnesty."" Label: true  The following speaker made the above claim: john-boehner. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Ronald Reagan did amnesty."" Label: true  The following speaker made the above claim: john-boehner. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true"
"Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""  The following speaker made the above statement: mary-burke. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""  The following speaker made the above statement: mary-burke. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Scott Walkers jobs agency gives financial incentives that lead Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""  The following speaker made the above statement: mary-burke. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire."
"Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.""  The following speaker made the above statement: rick-santorum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.""  The following speaker made the above statement: rick-santorum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Ronald Reagan did amnesty.""  The statement ""Ronald Reagan did amnesty"" is true. The statement is supported by evidence. The statement is not based on a misleading or incomplete statement. The statement is not based on a statement that is false, but the statement is based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is not entirely true. The statement is not based on a statement that is"
"Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.""  The following speaker made the above statement: andrew-napolitano. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.""  The following speaker made the above statement: andrew-napolitano. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.""  Statement: ""Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended."" Label: true  Evaluate the truthfulness of the following statement: ""Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.""  The following speaker made the above statement: andrew-napolitano. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended."""
"Says his parents came to America following Fidel Castros takeover of Cuba.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says his parents came to America following Fidel Castros takeover of Cuba.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says his parents came to America following Fidel Castros takeover of Cuba.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says his parents came to America following Fidel Castros takeover of Cuba.""  Statement: ""Says his parents came to America following Fidel Castros takeover of Cuba."" Label: true  Evaluate the truthfulness of the following statement: ""Says his parents came to America following Fidel Castros takeover of Cuba.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says his parents came to America following Fidel Castros takeover of Cuba.""  Statement: ""Says his parents came to America following"
"Our trade deficit in goods reached nearly $800 billion last year alone.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Our trade deficit in goods reached nearly $800 billion last year alone.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Our trade deficit in goods reached nearly $800 billion last year alone.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Political claims are often subjective and can be difficult to evaluate. However, here are some guidelines to help you determine the truthfulness of a claim:  1. Look for evidence: Look for evidence to support or refute the claim. If the speaker mentions a specific source or cites an article, look for that source or article.  2. Consider the speaker's credibility: Look for evidence to support the speaker's credibility. If the speaker is a well-known figure in the political arena, consider their track record and reputation.  3. Look for context: Look for context to understand the speaker's intent and perspective. If the speaker is making a political statement, consider the speaker's political affiliation and the context in which the statement was made.  4. Consider the speaker's tone: Look for tone to understand the speaker's intent and perspective. If the speaker is making a sarcastic or"
"The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.""  The following speaker made the above statement: nancy-pelosi. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.""  The following speaker made the above statement: nancy-pelosi. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.""  Evaluate the truthfulness of the following statement: ""The Democrats' health care bills would end ""the denial of ... coverage to those who have a pre-existing condition,"" while the Republican bill would not.""  The following speaker made the above statement: nancy-pelosi. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The Democrats' health care bills would end ""the denial of ... coverage to those who have"
"Says Ohios economic recovery started in February 2010.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Ohios economic recovery started in February 2010.""  The following speaker made the above statement: ted-strickland. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Ohios economic recovery started in February 2010.""  The following speaker made the above statement: ted-strickland. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. ""Ted Strickland is a Democrat.""  Statement: ""The economy in Ohio has been growing since February 2010."" Label: true  Statement: ""The economy in Ohio has been growing since February 2010."" Label: false  Evaluate the truthfulness of the following statement: ""Says Ohio has the highest unemployment rate in the country.""  The following speaker made the above statement: john-kasich. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. ""John Kasich is a Republican.""  Statement: ""The economy in Ohio has been growing since February 20"
"Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.""  The following speaker made the above statement: graeme-zielinski. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.""  The following speaker made the above statement: graeme-zielinski. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Political claims are often subjective and can be difficult to determine. However, here are some guidelines to help you determine the truthfulness of a political claim:  1. Look for evidence: Look for evidence that supports the claim. If the claim is based on a fact, look for evidence that supports the claim. If the claim is based on an opinion, look for evidence that supports the opinion.  2. Consider the speaker: Consider the speaker's credibility and the party affiliation of the speaker. If the speaker is a member of a political party, consider their party's stance on the issue.  3. Look for context: Look for context that supports the claim. If the claim is made in a political speech or debate, look for context that supports the claim.  4. Look for consistency: Look for consistency in the claim. If the claim is made multiple times by the same speaker, look for consistency in"
